index,LAUS,FIPS_state,FIPS_county,year,labor_force,employed,unemployed,unemployment_rate,county,state,geoid
20,CN0104100000000,01,041,2010,6285.0,5646.0,639.0,10.2,Crenshaw , AL,01041
21,CN0104300000000,01,043,2010,35959.0,32202.0,3757.0,10.4,Cullman , AL,01043
22,CN0104500000000,01,045,2010,22072.0,20124.0,1948.0,8.8,Dale , AL,01045
23,CN0104700000000,01,047,2010,17808.0,14806.0,3002.0,16.9,Dallas , AL,01047
24,CN0104900000000,01,049,2010,30942.0,27026.0,3916.0,12.7,DeKalb , AL,01049
25,CN0105100000000,01,051,2010,36683.0,33362.0,3321.0,9.1,Elmore , AL,01051
26,CN0105300000000,01,053,2010,15007.0,13238.0,1769.0,11.8,Escambia , AL,01053
27,CN0105500000000,01,055,2010,44000.0,39193.0,4807.0,10.9,Etowah , AL,01055
28,CN0105700000000,01,057,2010,6831.0,5942.0,889.0,13.0,Fayette , AL,01057
29,CN0105900000000,01,059,2010,14255.0,12724.0,1531.0,10.7,Franklin , AL,01059
30,CN0106100000000,01,061,2010,11559.0,10362.0,1197.0,10.4,Geneva , AL,01061
31,CN0106300000000,01,063,2010,3306.0,2735.0,571.0,17.3,Greene , AL,01063
32,CN0106500000000,01,065,2010,6445.0,5473.0,972.0,15.1,Hale , AL,01065
33,CN0106700000000,01,067,2010,7259.0,6469.0,790.0,10.9,Henry , AL,01067
34,CN0106900000000,01,069,2010,46414.0,42170.0,4244.0,9.1,Houston , AL,01069
35,CN0107100000000,01,071,2010,24348.0,21468.0,2880.0,11.8,Jackson , AL,01071
36,CN0107300000000,01,073,2010,318520.0,285627.0,32893.0,10.3,Jefferson , AL,01073
37,CN0107500000000,01,075,2010,5802.0,5035.0,767.0,13.2,Lamar , AL,01075
38,CN0107700000000,01,077,2010,43596.0,39193.0,4403.0,10.1,Lauderdale , AL,01077
39,CN0107900000000,01,079,2010,14901.0,13024.0,1877.0,12.6,Lawrence , AL,01079
40,CN0108100000000,01,081,2010,66764.0,60758.0,6006.0,9.0,Lee , AL,01081
41,CN0108300000000,01,083,2010,38321.0,34625.0,3696.0,9.6,Limestone , AL,01083
42,CN0108500000000,01,085,2010,4350.0,3547.0,803.0,18.5,Lowndes , AL,01085
43,CN0108700000000,01,087,2010,8937.0,7618.0,1319.0,14.8,Macon , AL,01087
44,CN0108900000000,01,089,2010,169833.0,155656.0,14177.0,8.3,Madison , AL,01089
45,CN0109100000000,01,091,2010,8136.0,7021.0,1115.0,13.7,Marengo , AL,01091
46,CN0109300000000,01,093,2010,13215.0,11423.0,1792.0,13.6,Marion , AL,01093
47,CN0109500000000,01,095,2010,41637.0,37640.0,3997.0,9.6,Marshall , AL,01095
48,CN0109700000000,01,097,2010,192730.0,170943.0,21787.0,11.3,Mobile , AL,01097
49,CN0109900000000,01,099,2010,8712.0,7131.0,1581.0,18.1,Monroe , AL,01099
50,CN0110100000000,01,101,2010,108753.0,97892.0,10861.0,10.0,Montgomery , AL,01101
51,CN0110300000000,01,103,2010,57817.0,51600.0,6217.0,10.8,Morgan , AL,01103
52,CN0110500000000,01,105,2010,3891.0,3236.0,655.0,16.8,Perry , AL,01105
53,CN0110700000000,01,107,2010,7699.0,6687.0,1012.0,13.1,Pickens , AL,01107
54,CN0110900000000,01,109,2010,15677.0,14198.0,1479.0,9.4,Pike , AL,01109
55,CN0111100000000,01,111,2010,9706.0,8410.0,1296.0,13.4,Randolph , AL,01111
56,CN0111300000000,01,113,2010,23814.0,21225.0,2589.0,10.9,Russell , AL,01113
57,CN0111500000000,01,115,2010,38280.0,34397.0,3883.0,10.1,St. Clair , AL,01115
58,CN0111700000000,01,117,2010,102372.0,95110.0,7262.0,7.1,Shelby , AL,01117
59,CN0111900000000,01,119,2010,5777.0,5006.0,771.0,13.3,Sumter , AL,01119
60,CN0112100000000,01,121,2010,35129.0,30389.0,4740.0,13.5,Talladega , AL,01121
61,CN0112300000000,01,123,2010,19079.0,16579.0,2500.0,13.1,Tallapoosa , AL,01123
62,CN0112500000000,01,125,2010,93915.0,85273.0,8642.0,9.2,Tuscaloosa , AL,01125
63,CN0112700000000,01,127,2010,27279.0,23815.0,3464.0,12.7,Walker , AL,01127
64,CN0112900000000,01,129,2010,7385.0,6335.0,1050.0,14.2,Washington , AL,01129
65,CN0113100000000,01,131,2010,3066.0,2261.0,805.0,26.3,Wilcox , AL,01131
66,CN0113300000000,01,133,2010,9883.0,8304.0,1579.0,16.0,Winston , AL,01133
67,CN0201300000000,02,013,2010,2031.0,1917.0,114.0,5.6,Aleutians East Borough, AK,02013
68,CN0201600000000,02,016,2010,3955.0,3755.0,200.0,5.1,Aleutians West Census Area, AK,02016
69,CN0202000000000,02,020,2010,157923.0,147539.0,10384.0,6.6,Anchorage Borough/municipality, AK,02020
70,CN0205000000000,02,050,2010,7161.0,6114.0,1047.0,14.6,Bethel Census Area, AK,02050
71,CN0206000000000,02,060,2010,505.0,456.0,49.0,9.7,Bristol Bay Borough, AK,02060
72,CN0206800000000,02,068,2010,1011.0,891.0,120.0,11.9,Denali Borough, AK,02068
73,CN0207000000000,02,070,2010,2089.0,1878.0,211.0,10.1,Dillingham Census Area, AK,02070
74,CN0209000000000,02,090,2010,48285.0,45083.0,3202.0,6.6,Fairbanks North Star Borough, AK,02090
75,CN0210000000000,02,100,2010,1150.0,1028.0,122.0,10.6,Haines Borough, AK,02100
76,CN0210500000000,02,105,2010,1064.0,915.0,149.0,14.0,Hoonah-Angoon Census Area, AK,02105
77,CN0211000000000,02,110,2010,17903.0,16848.0,1055.0,5.9,Juneau Borough/city, AK,02110
78,CN0212200000000,02,122,2010,27001.0,24310.0,2691.0,10.0,Kenai Peninsula Borough, AK,02122
79,CN0213000000000,02,130,2010,7123.0,6501.0,622.0,8.7,Ketchikan Gateway Borough, AK,02130
80,CN0215000000000,02,150,2010,6470.0,5993.0,477.0,7.4,Kodiak Island Borough, AK,02150
81,CN0215800000000,02,158,2010,2658.0,2115.0,543.0,20.4,Kusilvak Census Area, AK,02158
82,CN0216400000000,02,164,2010,604.0,517.0,87.0,14.4,Lake and Peninsula Borough, AK,02164
83,CN0217000000000,02,170,2010,42314.0,38319.0,3995.0,9.4,Matanuska-Susitna Borough, AK,02170
84,CN0218000000000,02,180,2010,4111.0,3595.0,516.0,12.6,Nome Census Area, AK,02180
85,CN0218500000000,02,185,2010,3968.0,3649.0,319.0,8.0,North Slope Borough, AK,02185
86,CN0218800000000,02,188,2010,2957.0,2560.0,397.0,13.4,Northwest Arctic Borough, AK,02188
87,CN0219500000000,02,195,2010,1844.0,1698.0,146.0,7.9,Petersburg Borough, AK,02195
88,CN0219800000000,02,198,2010,2543.0,2276.0,267.0,10.5,Prince of Wales-Hyder Census Area, AK,02198
89,CN0222000000000,02,220,2010,4561.0,4274.0,287.0,6.3,Sitka Borough/city, AK,02220
90,CN0223000000000,02,230,2010,718.0,614.0,104.0,14.5,Skagway Municipality, AK,02230
91,CN0224000000000,02,240,2010,3196.0,2816.0,380.0,11.9,Southeast Fairbanks Census Area, AK,02240
92,CN0226100000000,02,261,2010,4875.0,4419.0,456.0,9.4,Valdez-Cordova Census Area, AK,02261
93,CN0227500000000,02,275,2010,1027.0,945.0,82.0,8.0,Wrangell Borough/city, AK,02275
94,CN0228200000000,02,282,2010,297.0,265.0,32.0,10.8,Yakutat Borough/city, AK,02282
95,CN0229000000000,02,290,2010,2567.0,2125.0,442.0,17.2,Yukon-Koyukuk Census Area, AK,02290
96,CN0400100000000,04,001,2010,23438.0,19589.0,3849.0,16.4,Apache , AZ,04001
97,CN0400300000000,04,003,2010,57023.0,51694.0,5329.0,9.3,Cochise , AZ,04003
98,CN0400500000000,04,005,2010,72846.0,65650.0,7196.0,9.9,Coconino , AZ,04005
99,CN0400700000000,04,007,2010,21623.0,18914.0,2709.0,12.5,Gila , AZ,04007
100,CN0400900000000,04,009,2010,14570.0,12687.0,1883.0,12.9,Graham , AZ,04009
101,CN0401100000000,04,011,2010,3439.0,2875.0,564.0,16.4,Greenlee , AZ,04011
102,CN0401200000000,04,012,2010,7868.0,7063.0,805.0,10.2,La Paz , AZ,04012
103,CN0401300000000,04,013,2010,1919590.0,1736764.0,182826.0,9.5,Maricopa , AZ,04013
104,CN0401500000000,04,015,2010,82726.0,71999.0,10727.0,13.0,Mohave , AZ,04015
105,CN0401700000000,04,017,2010,43903.0,37450.0,6453.0,14.7,Navajo , AZ,04017
106,CN0401900000000,04,019,2010,478743.0,434106.0,44637.0,9.3,Pima , AZ,04019
107,CN0402100000000,04,021,2010,153707.0,137242.0,16465.0,10.7,Pinal , AZ,04021
108,CN0402300000000,04,023,2010,20881.0,17697.0,3184.0,15.2,Santa Cruz , AZ,04023
109,CN0402500000000,04,025,2010,96533.0,86224.0,10309.0,10.7,Yavapai , AZ,04025
110,CN0402700000000,04,027,2010,92816.0,69500.0,23316.0,25.1,Yuma , AZ,04027
111,CN0500100000000,05,001,2010,11332.0,9224.0,2108.0,18.6,Arkansas , AR,05001
112,CN0500300000000,05,003,2010,9745.0,8765.0,980.0,10.1,Ashley , AR,05003
113,CN0500500000000,05,005,2010,16610.0,15050.0,1560.0,9.4,Baxter , AR,05005
114,CN0500700000000,05,007,2010,107121.0,99999.0,7122.0,6.6,Benton , AR,05007
115,CN0500900000000,05,009,2010,16519.0,15226.0,1293.0,7.8,Boone , AR,05009
116,CN0501100000000,05,011,2010,5002.0,4462.0,540.0,10.8,Bradley , AR,05011
117,CN0501300000000,05,013,2010,2681.0,2445.0,236.0,8.8,Calhoun , AR,05013
118,CN0501500000000,05,015,2010,12611.0,11686.0,925.0,7.3,Carroll , AR,05015
119,CN0501700000000,05,017,2010,4272.0,3745.0,527.0,12.3,Chicot , AR,05017
120,CN0501900000000,05,019,2010,10212.0,9337.0,875.0,8.6,Clark , AR,05019
121,CN0502100000000,05,021,2010,7479.0,6659.0,820.0,11.0,Clay , AR,05021
122,CN0502300000000,05,023,2010,10336.0,9444.0,892.0,8.6,Cleburne , AR,05023
123,CN0502500000000,05,025,2010,3888.0,3562.0,326.0,8.4,Cleveland , AR,05025
124,CN0502700000000,05,027,2010,10507.0,9458.0,1049.0,10.0,Columbia , AR,05027
125,CN0502900000000,05,029,2010,9029.0,8156.0,873.0,9.7,Conway , AR,05029
126,CN0503100000000,05,031,2010,47796.0,44249.0,3547.0,7.4,Craighead , AR,05031
127,CN0503300000000,05,033,2010,28323.0,25996.0,2327.0,8.2,Crawford , AR,05033
128,CN0503500000000,05,035,2010,22819.0,20433.0,2386.0,10.5,Crittenden , AR,05035
129,CN0503700000000,05,037,2010,8618.0,7903.0,715.0,8.3,Cross , AR,05037
130,CN0503900000000,05,039,2010,3487.0,3057.0,430.0,12.3,Dallas , AR,05039
131,CN0504100000000,05,041,2010,5884.0,5229.0,655.0,11.1,Desha , AR,05041
132,CN0504300000000,05,043,2010,8568.0,7633.0,935.0,10.9,Drew , AR,05043
133,CN0504500000000,05,045,2010,58711.0,54465.0,4246.0,7.2,Faulkner , AR,05045
134,CN0504700000000,05,047,2010,7800.0,7197.0,603.0,7.7,Franklin , AR,05047
135,CN0504900000000,05,049,2010,5172.0,4767.0,405.0,7.8,Fulton , AR,05049
136,CN0505100000000,05,051,2010,41563.0,38046.0,3517.0,8.5,Garland , AR,05051
137,CN0505300000000,05,053,2010,8567.0,7960.0,607.0,7.1,Grant , AR,05053
138,CN0505500000000,05,055,2010,19683.0,17768.0,1915.0,9.7,Greene , AR,05055
139,CN0505700000000,05,057,2010,10674.0,9685.0,989.0,9.3,Hempstead , AR,05057
140,CN0505900000000,05,059,2010,14188.0,12969.0,1219.0,8.6,Hot Spring , AR,05059
141,CN0506100000000,05,061,2010,6545.0,6037.0,508.0,7.8,Howard , AR,05061
142,CN0506300000000,05,063,2010,17059.0,15559.0,1500.0,8.8,Independence , AR,05063
143,CN0506500000000,05,065,2010,5139.0,4622.0,517.0,10.1,Izard , AR,05065
144,CN0506700000000,05,067,2010,6734.0,5936.0,798.0,11.9,Jackson , AR,05067
145,CN0506900000000,05,069,2010,33973.0,30438.0,3535.0,10.4,Jefferson , AR,05069
146,CN0507100000000,05,071,2010,10977.0,10072.0,905.0,8.2,Johnson , AR,05071
147,CN0507300000000,05,073,2010,3041.0,2741.0,300.0,9.9,Lafayette , AR,05073
148,CN0507500000000,05,075,2010,7445.0,6737.0,708.0,9.5,Lawrence , AR,05075
149,CN0507700000000,05,077,2010,3704.0,3387.0,317.0,8.6,Lee , AR,05077
150,CN0507900000000,05,079,2010,4699.0,4258.0,441.0,9.4,Lincoln , AR,05079
151,CN0508100000000,05,081,2010,6220.0,5738.0,482.0,7.7,Little River , AR,05081
152,CN0508300000000,05,083,2010,9805.0,8964.0,841.0,8.6,Logan , AR,05083
153,CN0508500000000,05,085,2010,33287.0,31036.0,2251.0,6.8,Lonoke , AR,05085
154,CN0508700000000,05,087,2010,7270.0,6756.0,514.0,7.1,Madison , AR,05087
155,CN0508900000000,05,089,2010,6716.0,6035.0,681.0,10.1,Marion , AR,05089
156,CN0509100000000,05,091,2010,20560.0,19364.0,1196.0,5.8,Miller , AR,05091
157,CN0509300000000,05,093,2010,20195.0,17667.0,2528.0,12.5,Mississippi , AR,05093
158,CN0509500000000,05,095,2010,3413.0,3098.0,315.0,9.2,Monroe , AR,05095
159,CN0509700000000,05,097,2010,3904.0,3562.0,342.0,8.8,Montgomery , AR,05097
160,CN0509900000000,05,099,2010,4016.0,3614.0,402.0,10.0,Nevada , AR,05099
161,CN0510100000000,05,101,2010,3790.0,3528.0,262.0,6.9,Newton , AR,05101
162,CN0510300000000,05,103,2010,11294.0,10214.0,1080.0,9.6,Ouachita , AR,05103
163,CN0510500000000,05,105,2010,4560.0,4154.0,406.0,8.9,Perry , AR,05105
164,CN0510700000000,05,107,2010,8585.0,7681.0,904.0,10.5,Phillips , AR,05107
165,CN0510900000000,05,109,2010,4843.0,4400.0,443.0,9.1,Pike , AR,05109
166,CN0511100000000,05,111,2010,10737.0,9736.0,1001.0,9.3,Poinsett , AR,05111
167,CN0511300000000,05,113,2010,8981.0,8311.0,670.0,7.5,Polk , AR,05113
168,CN0511500000000,05,115,2010,30054.0,27706.0,2348.0,7.8,Pope , AR,05115
169,CN0511700000000,05,117,2010,3967.0,3602.0,365.0,9.2,Prairie , AR,05117
170,CN0511900000000,05,119,2010,189321.0,175512.0,13809.0,7.3,Pulaski , AR,05119
171,CN0512100000000,05,121,2010,7260.0,6516.0,744.0,10.2,Randolph , AR,05121
172,CN0512300000000,05,123,2010,9830.0,8784.0,1046.0,10.6,St. Francis , AR,05123
173,CN0512500000000,05,125,2010,53382.0,49824.0,3558.0,6.7,Saline , AR,05125
174,CN0512700000000,05,127,2010,4721.0,4386.0,335.0,7.1,Scott , AR,05127
175,CN0512900000000,05,129,2010,3393.0,3081.0,312.0,9.2,Searcy , AR,05129
176,CN0513100000000,05,131,2010,59543.0,54760.0,4783.0,8.0,Sebastian , AR,05131
177,CN0513300000000,05,133,2010,7059.0,6563.0,496.0,7.0,Sevier , AR,05133
178,CN0513500000000,05,135,2010,6309.0,5690.0,619.0,9.8,Sharp , AR,05135
179,CN0513700000000,05,137,2010,5522.0,5103.0,419.0,7.6,Stone , AR,05137
180,CN0513900000000,05,139,2010,17164.0,15222.0,1942.0,11.3,Union , AR,05139
181,CN0514100000000,05,141,2010,6476.0,5752.0,724.0,11.2,Van Buren , AR,05141
182,CN0514300000000,05,143,2010,102865.0,96162.0,6703.0,6.5,Washington , AR,05143
183,CN0514500000000,05,145,2010,36442.0,33437.0,3005.0,8.2,White , AR,05145
184,CN0514700000000,05,147,2010,3630.0,3251.0,379.0,10.4,Woodruff , AR,05147
185,CN0514900000000,05,149,2010,9714.0,8928.0,786.0,8.1,Yell , AR,05149
186,CN0600100000000,06,001,2010,782522.0,697112.0,85410.0,10.9,Alameda , CA,06001
187,CN0600300000000,06,003,2010,542.0,472.0,70.0,12.9,Alpine , CA,06003
188,CN0600500000000,06,005,2010,15507.0,13326.0,2181.0,14.1,Amador , CA,06005
189,CN0600700000000,06,007,2010,102568.0,88322.0,14246.0,13.9,Butte , CA,06007
190,CN0600900000000,06,009,2010,21012.0,17977.0,3035.0,14.4,Calaveras , CA,06009
191,CN0601100000000,06,011,2010,11519.0,9118.0,2401.0,20.8,Colusa , CA,06011
192,CN0601300000000,06,013,2010,525547.0,467914.0,57633.0,11.0,Contra Costa , CA,06013
193,CN0601500000000,06,015,2010,10931.0,9489.0,1442.0,13.2,Del Norte , CA,06015
194,CN0601700000000,06,017,2010,91129.0,80002.0,11127.0,12.2,El Dorado , CA,06017
195,CN0601900000000,06,019,2010,439593.0,366221.0,73372.0,16.7,Fresno , CA,06019
196,CN0602100000000,06,021,2010,13218.0,11180.0,2038.0,15.4,Glenn , CA,06021
197,CN0602300000000,06,023,2010,66061.0,59084.0,6977.0,10.6,Humboldt , CA,06023
198,CN0602500000000,06,025,2010,78665.0,55978.0,22687.0,28.8,Imperial , CA,06025
199,CN0602700000000,06,027,2010,9753.0,8806.0,947.0,9.7,Inyo , CA,06027
200,CN0602900000000,06,029,2010,371515.0,313361.0,58154.0,15.7,Kern , CA,06029
201,CN0603100000000,06,031,2010,59440.0,49857.0,9583.0,16.1,Kings , CA,06031
202,CN0603300000000,06,033,2010,29847.0,25343.0,4504.0,15.1,Lake , CA,06033
203,CN0603500000000,06,035,2010,12100.0,10401.0,1699.0,14.0,Lassen , CA,06035
204,CN0603700000000,06,037,2010,4917375.0,4302274.0,615101.0,12.5,Los Angeles , CA,06037
205,CN0603900000000,06,039,2010,61607.0,51366.0,10241.0,16.6,Madera , CA,06039
206,CN0604100000000,06,041,2010,133012.0,122570.0,10442.0,7.9,Marin , CA,06041
207,CN0604300000000,06,043,2010,8709.0,7582.0,1127.0,12.9,Mariposa , CA,06043
208,CN0604500000000,06,045,2010,41601.0,36772.0,4829.0,11.6,Mendocino , CA,06045
209,CN0604700000000,06,047,2010,113579.0,93191.0,20388.0,18.0,Merced , CA,06047
210,CN0604900000000,06,049,2010,3818.0,3237.0,581.0,15.2,Modoc , CA,06049
211,CN0605100000000,06,051,2010,8890.0,7984.0,906.0,10.2,Mono , CA,06051
212,CN0605300000000,06,053,2010,215788.0,188339.0,27449.0,12.7,Monterey , CA,06053
213,CN0605500000000,06,055,2010,70216.0,62989.0,7227.0,10.3,Napa , CA,06055
214,CN0605700000000,06,057,2010,48915.0,43178.0,5737.0,11.7,Nevada , CA,06057
215,CN0605900000000,06,059,2010,1537187.0,1387438.0,149749.0,9.7,Orange , CA,06059
216,CN0606100000000,06,061,2010,173338.0,153236.0,20102.0,11.6,Placer , CA,06061
217,CN0606300000000,06,063,2010,9147.0,7479.0,1668.0,18.2,Plumas , CA,06063
218,CN0606500000000,06,065,2010,976444.0,841285.0,135159.0,13.8,Riverside , CA,06065
219,CN0606700000000,06,067,2010,683127.0,596992.0,86135.0,12.6,Sacramento , CA,06067
220,CN0606900000000,06,069,2010,27906.0,23691.0,4215.0,15.1,San Benito , CA,06069
221,CN0607100000000,06,071,2010,890278.0,769890.0,120388.0,13.5,San Bernardino , CA,06071
222,CN0607300000000,06,073,2010,1515198.0,1352266.0,162932.0,10.8,San Diego , CA,06073
223,CN0607500000000,06,075,2010,486019.0,442695.0,43324.0,8.9,San Francisco , CA,06075
224,CN0607700000000,06,077,2010,311437.0,259995.0,51442.0,16.5,San Joaquin , CA,06077
225,CN0607900000000,06,079,2010,133651.0,120209.0,13442.0,10.1,San Luis Obispo , CA,06079
226,CN0608100000000,06,081,2010,393004.0,360163.0,32841.0,8.4,San Mateo , CA,06081
227,CN0608300000000,06,083,2010,212267.0,191680.0,20587.0,9.7,Santa Barbara , CA,06083
228,CN0608500000000,06,085,2010,926525.0,830114.0,96411.0,10.4,Santa Clara , CA,06085
229,CN0608700000000,06,087,2010,141717.0,122872.0,18845.0,13.3,Santa Cruz , CA,06087
230,CN0608900000000,06,089,2010,78503.0,65334.0,13169.0,16.8,Shasta , CA,06089
231,CN0609100000000,06,091,2010,1611.0,1364.0,247.0,15.3,Sierra , CA,06091
232,CN0609300000000,06,093,2010,19628.0,16325.0,3303.0,16.8,Siskiyou , CA,06093
233,CN0609500000000,06,095,2010,202407.0,176969.0,25438.0,12.6,Solano , CA,06095
234,CN0609700000000,06,097,2010,244634.0,218100.0,26534.0,10.8,Sonoma , CA,06097
235,CN0609900000000,06,099,2010,243274.0,202182.0,41092.0,16.9,Stanislaus , CA,06099
236,CN0610100000000,06,101,2010,45965.0,37528.0,8437.0,18.4,Sutter , CA,06101
237,CN0610300000000,06,103,2010,25714.0,21754.0,3960.0,15.4,Tehama , CA,06103
238,CN0610500000000,06,105,2010,5423.0,4501.0,922.0,17.0,Trinity , CA,06105
239,CN0610700000000,06,107,2010,203021.0,168110.0,34911.0,17.2,Tulare , CA,06107
240,CN0610900000000,06,109,2010,22617.0,19173.0,3444.0,15.2,Tuolumne , CA,06109
241,CN0611100000000,06,111,2010,430010.0,383424.0,46586.0,10.8,Ventura , CA,06111
242,CN0611300000000,06,113,2010,102188.0,89834.0,12354.0,12.1,Yolo , CA,06113
243,CN0611500000000,06,115,2010,29064.0,23902.0,5162.0,17.8,Yuba , CA,06115
244,CN0800100000000,08,001,2010,234221.0,210728.0,23493.0,10.0,Adams , CO,08001
245,CN0800300000000,08,003,2010,7702.0,7010.0,692.0,9.0,Alamosa , CO,08003
246,CN0800500000000,08,005,2010,316886.0,289715.0,27171.0,8.6,Arapahoe , CO,08005
247,CN0800700000000,08,007,2010,5785.0,5169.0,616.0,10.6,Archuleta , CO,08007
248,CN0800900000000,08,009,2010,2084.0,1982.0,102.0,4.9,Baca , CO,08009
249,CN0801100000000,08,011,2010,2006.0,1843.0,163.0,8.1,Bent , CO,08011
250,CN0801300000000,08,013,2010,170293.0,158308.0,11985.0,7.0,Boulder , CO,08013
251,CN0801400000000,08,014,2010,31538.0,29198.0,2340.0,7.4,Broomfield , CO,08014
252,CN0801500000000,08,015,2010,8270.0,7634.0,636.0,7.7,Chaffee , CO,08015
253,CN0801700000000,08,017,2010,1047.0,1004.0,43.0,4.1,Cheyenne , CO,08017
254,CN0801900000000,08,019,2010,5623.0,5167.0,456.0,8.1,Clear Creek , CO,08019
255,CN0802100000000,08,021,2010,3753.0,3394.0,359.0,9.6,Conejos , CO,08021
256,CN0802300000000,08,023,2010,1553.0,1388.0,165.0,10.6,Costilla , CO,08023
257,CN0802500000000,08,025,2010,1522.0,1383.0,139.0,9.1,Crowley , CO,08025
258,CN0802700000000,08,027,2010,2078.0,1940.0,138.0,6.6,Custer , CO,08027
259,CN0802900000000,08,029,2010,14510.0,12961.0,1549.0,10.7,Delta , CO,08029
260,CN0803100000000,08,031,2010,347590.0,315922.0,31668.0,9.1,Denver , CO,08031
261,CN0803300000000,08,033,2010,1000.0,823.0,177.0,17.7,Dolores , CO,08033
262,CN0803500000000,08,035,2010,157522.0,146562.0,10960.0,7.0,Douglas , CO,08035
263,CN0803700000000,08,037,2010,32447.0,29697.0,2750.0,8.5,Eagle , CO,08037
264,CN0803900000000,08,039,2010,12755.0,11727.0,1028.0,8.1,Elbert , CO,08039
265,CN0804100000000,08,041,2010,306308.0,277678.0,28630.0,9.3,El Paso , CO,08041
266,CN0804300000000,08,043,2010,15825.0,13973.0,1852.0,11.7,Fremont , CO,08043
267,CN0804500000000,08,045,2010,31357.0,28115.0,3242.0,10.3,Garfield , CO,08045
268,CN0804700000000,08,047,2010,3327.0,3060.0,267.0,8.0,Gilpin , CO,08047
269,CN0804900000000,08,049,2010,8950.0,8165.0,785.0,8.8,Grand , CO,08049
270,CN0805100000000,08,051,2010,10087.0,9439.0,648.0,6.4,Gunnison , CO,08051
271,CN0805300000000,08,053,2010,470.0,443.0,27.0,5.7,Hinsdale , CO,08053
272,CN0805500000000,08,055,2010,2705.0,2327.0,378.0,14.0,Huerfano , CO,08055
273,CN0805700000000,08,057,2010,919.0,838.0,81.0,8.8,Jackson , CO,08057
274,CN0805900000000,08,059,2010,304252.0,278790.0,25462.0,8.4,Jefferson , CO,08059
275,CN0806100000000,08,061,2010,779.0,729.0,50.0,6.4,Kiowa , CO,08061
276,CN0806300000000,08,063,2010,4389.0,4190.0,199.0,4.5,Kit Carson , CO,08063
277,CN0806500000000,08,065,2010,4372.0,3891.0,481.0,11.0,Lake , CO,08065
278,CN0806700000000,08,067,2010,29874.0,27744.0,2130.0,7.1,La Plata , CO,08067
279,CN0806900000000,08,069,2010,170001.0,157025.0,12976.0,7.6,Larimer , CO,08069
280,CN0807100000000,08,071,2010,7195.0,6432.0,763.0,10.6,Las Animas , CO,08071
281,CN0807300000000,08,073,2010,2153.0,2024.0,129.0,6.0,Lincoln , CO,08073
282,CN0807500000000,08,075,2010,11261.0,10551.0,710.0,6.3,Logan , CO,08075
283,CN0807700000000,08,077,2010,76113.0,67776.0,8337.0,11.0,Mesa , CO,08077
284,CN0807900000000,08,079,2010,416.0,387.0,29.0,7.0,Mineral , CO,08079
285,CN0808100000000,08,081,2010,8078.0,7277.0,801.0,9.9,Moffat , CO,08081
286,CN0808300000000,08,083,2010,13057.0,11867.0,1190.0,9.1,Montezuma , CO,08083
287,CN0808500000000,08,085,2010,20624.0,18360.0,2264.0,11.0,Montrose , CO,08085
288,CN0808700000000,08,087,2010,14436.0,13423.0,1013.0,7.0,Morgan , CO,08087
289,CN0808900000000,08,089,2010,8489.0,7710.0,779.0,9.2,Otero , CO,08089
290,CN0809100000000,08,091,2010,2151.0,1940.0,211.0,9.8,Ouray , CO,08091
291,CN0809300000000,08,093,2010,9641.0,8856.0,785.0,8.1,Park , CO,08093
292,CN0809500000000,08,095,2010,2197.0,2081.0,116.0,5.3,Phillips , CO,08095
