index,LAUS,FIPS_state,FIPS_county,year,labor_force,employed,unemployed,unemployment_rate,county,state,geoid
0,CN0100100000000,01,001,2008,24687.0,23420.0,1267.0,5.1,Autauga , AL,01001
1,CN0100300000000,01,003,2008,83223.0,79372.0,3851.0,4.6,Baldwin , AL,01003
2,CN0100500000000,01,005,2008,10161.0,9267.0,894.0,8.8,Barbour , AL,01005
3,CN0100700000000,01,007,2008,8749.0,8241.0,508.0,5.8,Bibb , AL,01007
4,CN0100900000000,01,009,2008,26698.0,25453.0,1245.0,4.7,Blount , AL,01009
5,CN0101100000000,01,011,2008,3634.0,3251.0,383.0,10.5,Bullock , AL,01011
6,CN0101300000000,01,013,2008,9051.0,8278.0,773.0,8.5,Butler , AL,01013
7,CN0101500000000,01,015,2008,54564.0,51468.0,3096.0,5.7,Calhoun , AL,01015
8,CN0101700000000,01,017,2008,15012.0,12848.0,2164.0,14.4,Chambers , AL,01017
9,CN0101900000000,01,019,2008,11996.0,11308.0,688.0,5.7,Cherokee , AL,01019
10,CN0102100000000,01,021,2008,19610.0,18618.0,992.0,5.1,Chilton , AL,01021
11,CN0102300000000,01,023,2008,5069.0,4646.0,423.0,8.3,Choctaw , AL,01023
12,CN0102500000000,01,025,2008,10351.0,9419.0,932.0,9.0,Clarke , AL,01025
13,CN0102700000000,01,027,2008,5733.0,5279.0,454.0,7.9,Clay , AL,01027
14,CN0102900000000,01,029,2008,6557.0,6225.0,332.0,5.1,Cleburne , AL,01029
15,CN0103100000000,01,031,2008,20911.0,19897.0,1014.0,4.8,Coffee , AL,01031
16,CN0103300000000,01,033,2008,25160.0,23523.0,1637.0,6.5,Colbert , AL,01033
17,CN0103500000000,01,035,2008,4878.0,4421.0,457.0,9.4,Conecuh , AL,01035
18,CN0103700000000,01,037,2008,4659.0,4274.0,385.0,8.3,Coosa , AL,01037
19,CN0103900000000,01,039,2008,16800.0,15803.0,997.0,5.9,Covington , AL,01039
20,CN0104100000000,01,041,2008,6464.0,6105.0,359.0,5.6,Crenshaw , AL,01041
21,CN0104300000000,01,043,2008,39096.0,37188.0,1908.0,4.9,Cullman , AL,01043
22,CN0104500000000,01,045,2008,19832.0,18760.0,1072.0,5.4,Dale , AL,01045
23,CN0104700000000,01,047,2008,15473.0,13758.0,1715.0,11.1,Dallas , AL,01047
24,CN0104900000000,01,049,2008,30682.0,28895.0,1787.0,5.8,DeKalb , AL,01049
25,CN0105100000000,01,051,2008,36220.0,34371.0,1849.0,5.1,Elmore , AL,01051
26,CN0105300000000,01,053,2008,14412.0,13321.0,1091.0,7.6,Escambia , AL,01053
27,CN0105500000000,01,055,2008,45727.0,42995.0,2732.0,6.0,Etowah , AL,01055
28,CN0105700000000,01,057,2008,7118.0,6604.0,514.0,7.2,Fayette , AL,01057
29,CN0105900000000,01,059,2008,13380.0,12387.0,993.0,7.4,Franklin , AL,01059
30,CN0106100000000,01,061,2008,11337.0,10717.0,620.0,5.5,Geneva , AL,01061
31,CN0106300000000,01,063,2008,3280.0,3001.0,279.0,8.5,Greene , AL,01063
32,CN0106500000000,01,065,2008,6991.0,6473.0,518.0,7.4,Hale , AL,01065
33,CN0106700000000,01,067,2008,7376.0,6807.0,569.0,7.7,Henry , AL,01067
34,CN0106900000000,01,069,2008,46452.0,44180.0,2272.0,4.9,Houston , AL,01069
35,CN0107100000000,01,071,2008,26857.0,25201.0,1656.0,6.2,Jackson , AL,01071
36,CN0107300000000,01,073,2008,311615.0,294792.0,16823.0,5.4,Jefferson , AL,01073
37,CN0107500000000,01,075,2008,5692.0,5237.0,455.0,8.0,Lamar , AL,01075
38,CN0107700000000,01,077,2008,42873.0,40408.0,2465.0,5.7,Lauderdale , AL,01077
39,CN0107900000000,01,079,2008,15867.0,14837.0,1030.0,6.5,Lawrence , AL,01079
40,CN0108100000000,01,081,2008,65189.0,61795.0,3394.0,5.2,Lee , AL,01081
41,CN0108300000000,01,083,2008,37427.0,35664.0,1763.0,4.7,Limestone , AL,01083
42,CN0108500000000,01,085,2008,4851.0,4322.0,529.0,10.9,Lowndes , AL,01085
43,CN0108700000000,01,087,2008,9104.0,8426.0,678.0,7.4,Macon , AL,01087
44,CN0108900000000,01,089,2008,168340.0,161326.0,7014.0,4.2,Madison , AL,01089
45,CN0109100000000,01,091,2008,7979.0,7389.0,590.0,7.4,Marengo , AL,01091
46,CN0109300000000,01,093,2008,12715.0,11701.0,1014.0,8.0,Marion , AL,01093
47,CN0109500000000,01,095,2008,41700.0,39720.0,1980.0,4.7,Marshall , AL,01095
48,CN0109700000000,01,097,2008,187266.0,176623.0,10643.0,5.7,Mobile , AL,01097
49,CN0109900000000,01,099,2008,8789.0,7896.0,893.0,10.2,Monroe , AL,01099
50,CN0110100000000,01,101,2008,106155.0,99875.0,6280.0,5.9,Montgomery , AL,01101
51,CN0110300000000,01,103,2008,56997.0,54014.0,2983.0,5.2,Morgan , AL,01103
52,CN0110500000000,01,105,2008,3592.0,3186.0,406.0,11.3,Perry , AL,01105
53,CN0110700000000,01,107,2008,7925.0,7359.0,566.0,7.1,Pickens , AL,01107
54,CN0110900000000,01,109,2008,15805.0,15034.0,771.0,4.9,Pike , AL,01109
55,CN0111100000000,01,111,2008,9609.0,8905.0,704.0,7.3,Randolph , AL,01111
56,CN0111300000000,01,113,2008,21693.0,19959.0,1734.0,8.0,Russell , AL,01113
57,CN0111500000000,01,115,2008,36482.0,34651.0,1831.0,5.0,St. Clair , AL,01115
58,CN0111700000000,01,117,2008,101156.0,97375.0,3781.0,3.7,Shelby , AL,01117
59,CN0111900000000,01,119,2008,4721.0,4308.0,413.0,8.7,Sumter , AL,01119
60,CN0112100000000,01,121,2008,38278.0,35519.0,2759.0,7.2,Talladega , AL,01121
61,CN0112300000000,01,123,2008,18179.0,16875.0,1304.0,7.2,Tallapoosa , AL,01123
62,CN0112500000000,01,125,2008,89185.0,84978.0,4207.0,4.7,Tuscaloosa , AL,01125
63,CN0112700000000,01,127,2008,28758.0,27113.0,1645.0,5.7,Walker , AL,01127
64,CN0112900000000,01,129,2008,6883.0,6302.0,581.0,8.4,Washington , AL,01129
65,CN0113100000000,01,131,2008,3482.0,2996.0,486.0,14.0,Wilcox , AL,01131
66,CN0113300000000,01,133,2008,9984.0,9120.0,864.0,8.7,Winston , AL,01133
67,CN0201300000000,02,013,2008,1144.0,1045.0,99.0,8.7,Aleutians East Borough, AK,02013
68,CN0201600000000,02,016,2008,3061.0,2883.0,178.0,5.8,Aleutians West Census Area, AK,02016
69,CN0202000000000,02,020,2008,152111.0,143835.0,8276.0,5.4,Anchorage Borough/municipality, AK,02020
70,CN0205000000000,02,050,2008,6935.0,5972.0,963.0,13.9,Bethel Census Area, AK,02050
71,CN0206000000000,02,060,2008,1009.0,960.0,49.0,4.9,Bristol Bay Borough, AK,02060
72,CN0206800000000,02,068,2008,1606.0,1508.0,98.0,6.1,Denali Borough, AK,02068
73,CN0207000000000,02,070,2008,2068.0,1875.0,193.0,9.3,Dillingham Census Area, AK,02070
74,CN0209000000000,02,090,2008,45993.0,43198.0,2795.0,6.1,Fairbanks North Star Borough, AK,02090
75,CN0210000000000,02,100,2008,1358.0,1238.0,120.0,8.8,Haines Borough, AK,02100
76,CN0211000000000,02,110,2008,18784.0,17882.0,902.0,4.8,Juneau Borough/city, AK,02110
77,CN0212200000000,02,122,2008,26330.0,24176.0,2154.0,8.2,Kenai Peninsula Borough, AK,02122
78,CN0213000000000,02,130,2008,8297.0,7805.0,492.0,5.9,Ketchikan Gateway Borough, AK,02130
79,CN0215000000000,02,150,2008,6399.0,5961.0,438.0,6.8,Kodiak Island Borough, AK,02150
80,CN0215800000000,02,158,2008,2616.0,2078.0,538.0,20.6,Kusilvak Census Area, AK,02158
81,CN0216400000000,02,164,2008,1137.0,1059.0,78.0,6.9,Lake and Peninsula Borough, AK,02164
82,CN0217000000000,02,170,2008,41532.0,38372.0,3160.0,7.6,Matanuska-Susitna Borough, AK,02170
83,CN0218000000000,02,180,2008,3991.0,3577.0,414.0,10.4,Nome Census Area, AK,02180
84,CN0218500000000,02,185,2008,5145.0,4927.0,218.0,4.2,North Slope Borough, AK,02185
85,CN0218800000000,02,188,2008,2982.0,2637.0,345.0,11.6,Northwest Arctic Borough, AK,02188
86,CN0220100000000,02,201,2008,2338.0,2015.0,323.0,13.8,Prince of Wales-Outer Ketchikan Census Area, AK,02201
87,CN0222000000000,02,220,2008,4621.0,4353.0,268.0,5.8,Sitka Borough/city, AK,02220
88,CN0223200000000,02,232,2008,1921.0,1673.0,248.0,12.9,Skagway-Hoonah-Angoon Census Area, AK,02232
89,CN0224000000000,02,240,2008,3555.0,3241.0,314.0,8.8,Southeast Fairbanks Census Area, AK,02240
90,CN0226100000000,02,261,2008,5259.0,4816.0,443.0,8.4,Valdez-Cordova Census Area, AK,02261
91,CN0228000000000,02,280,2008,2813.0,2513.0,300.0,10.7,Wrangell-Petersburg Census Area, AK,02280
92,CN0228200000000,02,282,2008,320.0,296.0,24.0,7.5,Yakutat Borough/city, AK,02282
93,CN0229000000000,02,290,2008,2786.0,2393.0,393.0,14.1,Yukon-Koyukuk Census Area, AK,02290
94,CN0400100000000,04,001,2008,21264.0,18792.0,2472.0,11.6,Apache , AZ,04001
95,CN0400300000000,04,003,2008,60278.0,56745.0,3533.0,5.9,Cochise , AZ,04003
96,CN0400500000000,04,005,2008,73208.0,69108.0,4100.0,5.6,Coconino , AZ,04005
97,CN0400700000000,04,007,2008,22326.0,20882.0,1444.0,6.5,Gila , AZ,04007
98,CN0400900000000,04,009,2008,16139.0,14997.0,1142.0,7.1,Graham , AZ,04009
99,CN0401100000000,04,011,2008,4408.0,4174.0,234.0,5.3,Greenlee , AZ,04011
100,CN0401200000000,04,012,2008,7551.0,6968.0,583.0,7.7,La Paz , AZ,04012
101,CN0401300000000,04,013,2008,1970741.0,1864614.0,106127.0,5.4,Maricopa , AZ,04013
102,CN0401500000000,04,015,2008,92592.0,85485.0,7107.0,7.7,Mohave , AZ,04015
